Provincia                 | Sector                    | 1_P  | 2_P  | 3_P  | 4_P  | 5_P  | 6_P  | 1_NP | 2_NP | 3_NP | 4_NP | 5_NP | 6_NP | Egresados | Anio
Santa Fe                 | Privado                   | 133  | 125  | 111  | 111  | 42   | 0    | 30   | 29   | 16   | 9    | 40   | 0    | 60        | 2019

Santa Fe                 | Estatal                   | 40   | 42   | 42   | 19   | 24   | 18   | 22   | 27   | 14   | 4    | 0    | 4    | 18        | 2019

Santa Fe                 | Estatal                   | 181  | 154  | 129  | 112  | 85   | 32   | 111  | 124  | 87   | 41   | 48   | 33   | 61        | 2019

Santa Fe                 | Estatal                   | 131  | 137  | 111  | 112  | 68   | 6    | 38   | 46   | 58   | 17   | 22   | 2    | 85        | 2019

Santa Fe                 | Estatal                   | 1509 | 1348 | 1126 | 950  | 632  | 148  | 597  | 401  | 337  | 129  | 298  | 54   | 621       | 2019

Santa Fe                 | Privado                   | 67   | 55   | 38   | 50   | 44   | 0    | 10   | 6    | 8    | 5    | 13   | 0    | 49        | 2019

Santa Fe                 | Privado                   | 664  | 626  | 585  | 516  | 404  | 10   | 63   | 94   | 51   | 24   | 112  | 12   | 466       | 2019

Santa Fe                 | Estatal                   | 310  | 299  | 236  | 206  | 127  | 19   | 101  | 120  | 106  | 41   | 64   | 8    | 139       | 2019

Santa Fe                 | Estatal                   | 1748 | 1597 | 1406 | 1079 | 723  | 203  | 786  | 694  | 520  | 235  | 366  | 82   | 758       | 2019

Santa Fe                 | Privado                   | 118  | 100  | 126  | 104  | 57   | 0    | 14   | 13   | 24   | 11   | 37   | 0    | 91        | 2019

Santa Fe                 | Privado                   | 546  | 508  | 479  | 492  | 260  | 0    | 71   | 78   | 77   | 35   | 141  | 0    | 323       | 2019

Santa Fe                 | Estatal                   | 95   | 109  | 78   | 55   | 46   | 8    | 31   | 21   | 29   | 6    | 25   | 0    | 53        | 2019

Santa Fe                 | Estatal                   | 586  | 500  | 421  | 343  | 244  | 33   | 152  | 137  | 115  | 39   | 73   | 25   | 277       | 2019

Santa Fe                 | Privado                   | 220  | 191  | 188  | 146  | 127  | 10   | 22   | 42   | 24   | 9    | 38   | 9    | 145       | 2019

Santa Fe                 | Estatal                   | 57   | 61   | 60   | 46   | 21   | 5    | 10   | 14   | 10   | 5    | 16   | 3    | 28        | 2019

Santa Fe                 | Estatal                   | 4972 | 4358 | 3818 | 3120 | 2206 | 497  | 1971 | 1682 | 1084 | 513  | 1006 | 338  | 2223      | 2019

Santa Fe                 | Privado                   | 2966 | 2868 | 2557 | 2324 | 1564 | 91   | 299  | 316  | 257  | 125  | 521  | 35   | 1884      | 2019

Santa Fe                 | Estatal                   | 219  | 223  | 210  | 156  | 120  | 33   | 59   | 44   | 36   | 22   | 53   | 15   | 132       | 2019

Santa Fe                 | Estatal                   | 765  | 659  | 506  | 454  | 367  | 122  | 253  | 254  | 169  | 73   | 136  | 55   | 345       | 2019

Santa Fe                 | Privado                   | 65   | 92   | 64   | 69   | 55   | 0    | 19   | 7    | 9    | 5    | 21   | 0    | 66        | 2019

Santa Fe                 | Privado                   | 367  | 356  | 313  | 333  | 244  | 3    | 47   | 33   | 43   | 20   | 77   | 2    | 286       | 2019

Santa Fe                 | Estatal                   | 60   | 61   | 47   | 54   | 35   | 0    | 9    | 11   | 10   | 2    | 24   | 0    | 39        | 2019

Santa Fe                 | Estatal                   | 8583 | 7088 | 5986 | 4786 | 3052 | 522  | 3680 | 2702 | 1764 | 837  | 1643 | 514  | 2942      | 2019

Santa Fe                 | Privado                   | 6707 | 6179 | 5518 | 5076 | 3181 | 78   | 623  | 603  | 581  | 268  | 1271 | 118  | 3995      | 2019

Santa Fe                 | Estatal                   | 235  | 211  | 157  | 122  | 86   | 5    | 27   | 32   | 22   | 8    | 17   | 2    | 97        | 2019

Santa Fe                 | Estatal                   | 570  | 492  | 402  | 381  | 198  | 58   | 370  | 234  | 98   | 54   | 123  | 43   | 204       | 2019

Santa Fe                 | Privado                   | 167  | 167  | 161  | 148  | 86   | 0    | 16   | 19   | 21   | 9    | 51   | 0    | 94        | 2019

Santa Fe                 | Estatal                   | 44   | 51   | 36   | 26   | 19   | 0    | 15   | 13   | 13   | 4    | 9    | 0    | 22        | 2019

Santa Fe                 | Estatal                   | 284  | 290  | 204  | 181  | 117  | 21   | 264  | 153  | 112  | 48   | 75   | 0    | 141       | 2019

Santa Fe                 | Privado                   | 98   | 93   | 113  | 81   | 28   | 0    | 17   | 10   | 13   | 4    | 17   | 0    | 61        | 2019

Santa Fe                 | Estatal                   | 174  | 146  | 149  | 101  | 87   | 0    | 51   | 54   | 50   | 16   | 41   | 0    | 98        | 2019

Santa Fe                 | Estatal                   | 685  | 655  | 489  | 441  | 347  | 92   | 192  | 193  | 124  | 45   | 146  | 49   | 309       | 2019

Santa Fe                 | Privado                   | 153  | 149  | 113  | 107  | 84   | 0    | 14   | 17   | 27   | 11   | 38   | 0    | 90        | 2019

Santa Fe                 | Estatal                   | 121  | 110  | 96   | 88   | 39   | 6    | 48   | 37   | 34   | 8    | 31   | 0    | 45        | 2019

Santa Fe                 | Estatal                   | 330  | 319  | 269  | 220  | 144  | 43   | 175  | 136  | 58   | 33   | 63   | 26   | 132       | 2019

Santa Fe                 | Privado                   | 96   | 85   | 88   | 80   | 56   | 0    | 5    | 6    | 6    | 7    | 22   | 0    | 64        | 2019

Santa Fe                 | Estatal                   | 25   | 25   | 17   | 21   | 15   | 0    | 6    | 2    | 7    | 0    | 3    | 0    | 17        | 2019

Santa Fe                 | Estatal                   | 1693 | 1384 | 1146 | 916  | 693  | 173  | 723  | 551  | 438  | 165  | 267  | 131  | 581       | 2019

Santa Fe                 | Privado                   | 756  | 735  | 614  | 525  | 356  | 26   | 40   | 55   | 68   | 17   | 118  | 2    | 444       | 2019

Santa Fe                 | Estatal                   | 107  | 130  | 89   | 74   | 49   | 15   | 29   | 26   | 12   | 4    | 16   | 2    | 69        | 2019

Santa Fe                 | Estatal                   | 419  | 365  | 323  | 242  | 188  | 61   | 161  | 93   | 90   | 20   | 57   | 30   | 189       | 2019

Santa Fe                 | Privado                   | 278  | 264  | 219  | 201  | 151  | 0    | 63   | 56   | 48   | 20   | 41   | 0    | 172       | 2019

Santa Fe                 | Estatal                   | 214  | 191  | 172  | 133  | 75   | 0    | 30   | 40   | 45   | 12   | 33   | 0    | 100       | 2019

Santa Fe                 | Estatal                   | 384  | 306  | 275  | 235  | 168  | 24   | 208  | 175  | 93   | 47   | 61   | 9    | 149       | 2019

Santa Fe                 | Privado                   | 59   | 48   | 49   | 40   | 23   | 0    | 15   | 7    | 6    | 2    | 12   | 0    | 27        | 2019

Santa Fe                 | Privado                   | 235  | 207  | 220  | 205  | 89   | 0    | 27   | 46   | 41   | 17   | 80   | 0    | 111       | 2019

Santiago del Estero      | Estatal                   | 24   | 13   | 14   | 4    | 11   | 11   | 2    | 3    | 10   | 0    | 0    | 8    | 16        | 2019

Santiago del Estero      | Estatal                   | 52   | 68   | 50   | 15   | 20   | 0    | 4    | 5    | 1    | 0    | 7    | 0    | 23        | 2019

Santiago del Estero      | Estatal                   | 87   | 87   | 103  | 91   | 81   | 0    | 55   | 52   | 11   | 14   | 9    | 0    | 99        | 2019

Santiago del Estero      | Estatal                   | 132  | 98   | 79   | 67   | 39   | 0    | 5    | 1    | 11   | 0    | 0    | 0    | 45        | 2019

Santiago del Estero      | Estatal                   | 178  | 156  | 127  | 70   | 88   | 0    | 89   | 67   | 56   | 46   | 0    | 0    | 122       | 2019

Santiago del Estero      | Estatal                   | 347  | 293  | 266  | 203  | 165  | 25   | 173  | 99   | 38   | 32   | 2    | 0    | 209       | 2019

Santiago del Estero      | Estatal                   | 528  | 446  | 651  | 633  | 511  | 149  | 314  | 304  | 223  | 109  | 23   | 8    | 823       | 2019

Santiago del Estero      | Privado                   | 284  | 260  | 216  | 212  | 167  | 0    | 61   | 92   | 68   | 39   | 39   | 0    | 271       | 2019

Santiago del Estero      | Estatal                   | 112  | 87   | 92   | 59   | 63   | 20   | 73   | 49   | 41   | 21   | 35   | 11   | 78        | 2019

Santiago del Estero      | Estatal                   | 1527 | 1032 | 898  | 775  | 781  | 203  | 1335 | 1042 | 607  | 289  | 113  | 22   | 1626      | 2019

Santiago del Estero      | Privado                   | 804  | 745  | 729  | 669  | 641  | 0    | 135  | 146  | 206  | 120  | 383  | 0    | 1190      | 2019

Santiago del Estero      | Estatal                   | 108  | 143  | 110  | 60   | 66   | 0    | 22   | 9    | 16   | 4    | 24   | 0    | 79        | 2019

Santiago del Estero      | Estatal                   | 176  | 109  | 102  | 98   | 96   | 37   | 157  | 163  | 79   | 44   | 25   | 1    | 153       | 2019

Santiago del Estero      | Privado                   | 132  | 113  | 105  | 111  | 90   | 0    | 1    | 10   | 8    | 3    | 20   | 0    | 106       | 2019

Santiago del Estero      | Estatal                   | 82   | 69   | 34   | 32   | 26   | 0    | 4    | 4    | 3    | 3    | 5    | 0    | 41        | 2019

Santiago del Estero      | Estatal                   | 24   | 12   | 93   | 89   | 76   | 0    | 23   | 27   | 67   | 26   | 0    | 0    | 115       | 2019

Santiago del Estero      | Estatal                   | 30   | 33   | 34   | 26   | 17   | 0    | 8    | 8    | 5    | 1    | 9    | 0    | 22        | 2019

Santiago del Estero      | Estatal                   | 337  | 312  | 358  | 257  | 302  | 98   | 236  | 200  | 122  | 46   | 54   | 13   | 384       | 2019

Santiago del Estero      | Privado                   | 121  | 79   | 82   | 66   | 89   | 9    | 39   | 54   | 35   | 38   | 34   | 11   | 194       | 2019

Santiago del Estero      | Privado                   | 409  | 365  | 355  | 317  | 311  | 45   | 110  | 135  | 133  | 74   | 129  | 2    | 500       | 2019

Santiago del Estero      | Estatal                   | 272  | 250  | 227  | 125  | 150  | 0    | 51   | 57   | 59   | 42   | 6    | 0    | 206       | 2019

Santiago del Estero      | Estatal                   | 39   | 40   | 53   | 36   | 30   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 30        | 2019

Santiago del Estero      | Estatal                   | 241  | 191  | 171  | 160  | 153  | 56   | 189  | 140  | 76   | 31   | 14   | 19   | 227       | 2019

Santiago del Estero      | Estatal                   | 81   | 75   | 53   | 52   | 22   | 14   | 13   | 20   | 21   | 9    | 13   | 5    | 48        | 2019

Santiago del Estero      | Estatal                   | 175  | 141  | 75   | 59   | 85   | 0    | 33   | 20   | 17   | 10   | 17   | 0    | 98        | 2019

Santiago del Estero      | Estatal                   | 106  | 59   | 70   | 61   | 54   | 0    | 9    | 32   | 14   | 11   | 5    | 0    | 67        | 2019

Santiago del Estero      | Estatal                   | 52   | 38   | 46   | 40   | 96   | 0    | 2    | 5    | 24   | 18   | 27   | 0    | 110       | 2019

Santiago del Estero      | Estatal                   | 133  | 114  | 102  | 64   | 63   | 0    | 1    | 0    | 0    | 1    | 0    | 0    | 77        | 2019

Santiago del Estero      | Estatal                   | 74   | 64   | 57   | 62   | 67   | 0    | 16   | 8    | 20   | 1    | 0    | 0    | 111       | 2019

Santiago del Estero      | Estatal                   | 96   | 100  | 44   | 39   | 42   | 0    | 20   | 15   | 3    | 3    | 20   | 0    | 63        | 2019

Santiago del Estero      | Estatal                   | 164  | 95   | 101  | 119  | 109  | 33   | 46   | 52   | 48   | 23   | 26   | 7    | 170       | 2019

Santiago del Estero      | Privado                   | 95   | 80   | 73   | 59   | 51   | 0    | 24   | 34   | 29   | 8    | 27   | 0    | 106       | 2019

Santiago del Estero      | Estatal                   | 22   | 9    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2019

Santiago del Estero      | Estatal                   | 135  | 132  | 103  | 91   | 78   | 0    | 18   | 28   | 41   | 37   | 0    | 0    | 149       | 2019

Santiago del Estero      | Estatal                   | 237  | 207  | 106  | 101  | 120  | 0    | 97   | 105  | 32   | 28   | 68   | 0    | 152       | 2019

Santiago del Estero      | Estatal                   | 34   | 35   | 22   | 17   | 5    | 0    | 5    | 6    | 1    | 0    | 1    | 0    | 7         | 2019

Santiago del Estero      | Estatal                   | 179  | 153  | 98   | 75   | 66   | 0    | 56   | 57   | 22   | 25   | 18   | 0    | 94        | 2019

Santiago del Estero      | Estatal                   | 225  | 162  | 112  | 130  | 166  | 29   | 149  | 106  | 103  | 38   | 38   | 0    | 269       | 2019

Santiago del Estero      | Privado                   | 54   | 50   | 43   | 47   | 48   | 0    | 9    | 22   | 10   | 5    | 30   | 0    | 92        | 2019

Santiago del Estero      | Estatal                   | 0    | 2    | 0    | 2    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2019

Santiago del Estero      | Estatal                   | 103  | 88   | 54   | 51   | 47   | 15   | 23   | 23   | 29   | 10   | 0    | 1    | 62        | 2019

Santiago del Estero      | Estatal                   | 329  | 285  | 249  | 248  | 190  | 48   | 304  | 186  | 106  | 45   | 71   | 2    | 271       | 2019

Santiago del Estero      | Privado                   | 65   | 39   | 50   | 58   | 58   | 12   | 3    | 7    | 3    | 8    | 0    | 0    | 121       | 2019

Santiago del Estero      | Estatal                   | 150  | 89   | 18   | 29   | 30   | 0    | 19   | 14   | 9    | 3    | 0    | 0    | 93        | 2019

Santiago del Estero      | Estatal                   | 126  | 92   | 91   | 96   | 64   | 0    | 22   | 18   | 14   | 5    | 9    | 0    | 70        | 2019

Santiago del Estero      | Estatal                   | 15   | 6    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2019

Santiago del Estero      | Estatal                   | 102  | 82   | 82   | 77   | 70   | 0    | 32   | 31   | 28   | 18   | 11   | 0    | 76        | 2019
