provincia,sector,promovidos_8,promovidos_9,promovidos_10,promovidos_11,promovidos_12,promovidos_1314,nopromo_8,nopromo_9,nopromo_10,nopromo_11,nopromo_12,nopromo_1314,secundaria_egresados
Santiago del Estero,Estatal,134,91,87,91,45,0,13,10,22,2,2,0,85
Santiago del Estero,Estatal,125,92,54,52,67,29,90,72,43,25,9,1,88
Santiago del Estero,Privado,155,140,114,104,121,0,4,9,12,3,17,0,129
Santiago del Estero,Estatal,50,43,25,26,32,2,15,14,9,4,9,8,40
Santiago del Estero,Estatal,25,19,134,114,89,0,23,23,36,22,4,0,156
Santiago del Estero,Estatal,24,21,17,27,22,0,1,1,0,0,3,0,25
Santiago del Estero,Estatal,422,298,356,339,262,118,222,154,75,44,46,13,436
Santiago del Estero,Privado,136,115,108,87,73,16,49,47,52,45,31,2,139
Santiago del Estero,Privado,442,399,350,371,320,62,106,141,125,61,68,11,566
Santiago del Estero,Estatal,272,241,241,212,149,0,51,74,19,9,21,0,199
Santiago del Estero,Estatal,37,24,20,22,18,0,0,0,0,0,0,0,25
Santiago del Estero,Estatal,354,290,199,189,182,63,146,86,45,26,12,29,224
Santiago del Estero,Estatal,115,101,62,56,37,10,12,16,25,10,13,0,36
Santiago del Estero,Estatal,147,139,90,87,74,0,26,27,11,8,23,0,86
Santiago del Estero,Estatal,111,107,44,62,63,0,11,17,13,4,2,0,96
Santiago del Estero,Estatal,0,0,88,65,89,0,0,0,12,16,19,0,112
Santiago del Estero,Estatal,115,109,62,77,69,0,13,10,2,8,8,0,78
Santiago del Estero,Estatal,61,49,34,25,45,0,24,25,31,24,10,0,94
Santiago del Estero,Estatal,128,113,42,43,31,0,20,17,5,2,13,0,48
Santiago del Estero,Estatal,130,94,74,83,138,25,66,57,63,30,16,5,212
Santiago del Estero,Privado,132,116,80,100,71,0,11,36,30,5,45,0,102
Santiago del Estero,Estatal,16,27,0,0,0,0,3,1,0,0,0,0,0
Santiago del Estero,Estatal,136,133,120,104,97,0,26,31,17,16,0,0,155
Santiago del Estero,Estatal,243,190,84,93,95,0,53,74,54,46,65,0,144
Santiago del Estero,Estatal,38,29,14,17,19,0,12,3,4,4,4,0,21
Santiago del Estero,Estatal,234,188,102,88,84,0,73,40,22,27,30,0,116
Santiago del Estero,Estatal,238,128,162,167,156,9,194,109,118,31,22,13,255
Santiago del Estero,Privado,72,58,60,66,68,0,5,5,6,1,16,0,97
Santiago del Estero,Estatal,2,0,0,0,3,0,0,0,1,0,0,0,5
Santiago del Estero,Estatal,132,92,50,56,53,19,25,32,15,6,1,4,64
Santiago del Estero,Estatal,379,306,262,241,225,22,206,176,88,23,39,1,310
Santiago del Estero,Privado,76,67,43,51,64,15,0,2,10,14,0,0,106
Santiago del Estero,Estatal,86,78,43,48,26,0,20,17,18,9,0,0,48
Santiago del Estero,Estatal,82,80,55,64,78,0,38,29,14,9,2,0,114
Santiago del Estero,Estatal,23,17,0,0,0,0,3,4,0,0,0,0,0
Santiago del Estero,Estatal,93,88,75,71,57,0,40,32,16,22,11,0,79
Tierra del Fuego,Estatal,1,2,2,4,0,0,0,0,0,0,0,0,0
Tierra del Fuego,Estatal,500,359,386,333,308,40,212,198,205,90,226,39,540
Tierra del Fuego,Privado,284,224,217,217,231,19,14,15,19,23,63,1,375
Tierra del Fuego,Estatal,336,318,275,234,270,59,187,145,150,138,190,32,475
Tierra del Fuego,Privado,141,170,164,116,134,0,5,4,3,5,49,0,214
Tucumán,Estatal,457,406,306,320,240,9,166,116,109,63,127,6,308
Tucumán,Estatal,3251,2968,2688,2584,1945,234,1896,1300,1026,589,1191,138,2926
Tucumán,Privado,2317,2076,1977,2145,1732,35,332,336,258,173,633,7,2537
Tucumán,Estatal,156,133,137,128,89,7,94,47,31,16,24,3,109
Tucumán,Estatal,653,378,484,499,473,67,286,258,158,117,73,70,576
Tucumán,Privado,118,151,126,137,135,0,35,32,35,42,63,0,185
Tucumán,Estatal,197,169,178,149,103,10,108,98,29,43,57,8,117
Tucumán,Estatal,719,694,555,624,387,85,679,483,316,169,327,54,644
Tucumán,Privado,452,366,364,397,332,57,112,110,56,22,136,43,427
Tucumán,Estatal,135,151,170,134,121,65,92,39,45,28,26,24,120
Tucumán,Privado,81,87,82,106,61,10,11,13,13,2,37,0,119
Tucumán,Privado,93,104,71,90,70,0,10,11,6,9,8,0,99
Tucumán,Estatal,122,91,72,49,36,24,59,35,18,16,8,11,81
Tucumán,Estatal,125,117,115,132,97,25,115,74,64,38,48,22,141
Tucumán,Privado,36,43,33,34,24,0,9,7,8,2,31,0,28
Tucumán,Estatal,91,91,63,56,44,0,17,8,20,8,12,0,69
Tucumán,Estatal,47,34,59,46,46,0,6,11,8,8,8,0,64
Tucumán,Estatal,99,75,66,67,59,12,47,19,23,15,12,1,69
Tucumán,Estatal,198,234,196,180,212,61,118,64,52,34,47,4,237
Tucumán,Privado,41,38,30,42,42,0,0,0,0,0,9,0,62
Tucumán,Estatal,149,142,106,130,101,17,72,62,44,34,23,3,140
Tucumán,Estatal,379,405,359,368,252,39,105,74,67,43,96,9,317
Tucumán,Estatal,88,87,90,93,65,14,109,119,82,93,39,22,88
Tucumán,Privado,42,52,38,30,42,3,24,2,15,8,0,0,98
Tucumán,Estatal,87,61,45,36,50,0,52,40,20,13,14,0,63
Tucumán,Estatal,299,237,191,164,174,47,243,204,103,95,122,38,262
Tucumán,Privado,206,195,178,208,185,22,45,18,25,20,22,17,237
Tucumán,Estatal,91,87,63,60,50,0,42,29,20,21,14,0,65
Tucumán,Estatal,633,578,555,509,387,110,299,201,157,98,153,27,445
Tucumán,Estatal,79,69,49,32,30,0,36,19,16,13,7,0,43
Tucumán,Estatal,596,490,396,422,356,135,190,205,189,111,108,2,422
Tucumán,Privado,57,60,74,70,47,0,1,0,2,4,20,0,64
Tucumán,Estatal,226,227,180,199,164,0,72,45,42,18,52,0,193
Tucumán,Estatal,66,77,74,82,81,0,49,22,13,10,28,0,81
Tucumán,Privado,45,54,49,39,41,0,0,0,0,3,5,0,45
Tucumán,Estatal,114,138,133,125,85,24,41,35,23,13,54,6,102
Tucumán,Estatal,252,235,188,163,147,12,189,114,67,44,80,6,218
Tucumán,Estatal,596,539,507,496,394,76,346,214,164,93,149,20,544
Tucumán,Privado,160,148,110,119,136,0,23,18,19,3,35,0,181
Tucumán,Estatal,109,100,61,72,52,0,20,15,14,6,15,0,63
Tucumán,Estatal,83,87,98,79,77,19,72,46,34,20,30,4,111
Tucumán,Estatal,85,69,49,38,55,62,61,47,34,36,27,0,104
Tucumán,Estatal,214,200,156,157,122,0,134,141,87,43,77,0,205
Tucumán,Privado,503,478,450,423,356,0,14,20,26,13,64,0,473
