provincia,sector,promovidos_8,promovidos_9,promovidos_10,promovidos_11,promovidos_12,promovidos_1314,nopromo_8,nopromo_9,nopromo_10,nopromo_11,nopromo_12,nopromo_1314,secundaria_egresados
La Pampa,Estatal,119,113,96,108,81,18,62,60,21,22,21,22,98
La Rioja,Estatal,25,19,5,9,11,0,4,8,4,0,1,0,14
La Rioja,Estatal,101,103,78,72,44,9,81,65,49,17,39,9,81
La Rioja,Estatal,23,23,13,17,13,1,47,24,17,9,6,0,15
La Rioja,Estatal,1969,1825,2064,1433,1401,178,330,330,267,240,208,81,1841
La Rioja,Privado,481,448,445,410,376,0,11,16,18,10,17,0,493
La Rioja,Estatal,46,31,45,46,43,8,0,3,2,2,4,0,46
La Rioja,Estatal,18,5,0,0,0,0,0,0,0,0,0,0,0
La Rioja,Estatal,145,141,143,83,100,4,16,15,5,4,9,2,121
La Rioja,Estatal,150,139,144,100,106,76,4,6,8,10,3,0,130
La Rioja,Estatal,358,347,276,266,245,65,189,161,102,41,102,18,400
La Rioja,Estatal,18,41,31,25,20,0,0,0,0,0,0,0,20
La Rioja,Estatal,120,87,61,102,101,0,2,4,15,1,17,0,119
La Rioja,Estatal,24,19,11,15,13,16,0,0,3,2,0,0,24
La Rioja,Estatal,163,131,149,128,123,9,10,31,13,15,6,0,172
La Rioja,Privado,71,50,61,54,61,0,16,19,10,6,13,0,81
La Rioja,Privado,167,163,142,207,130,0,12,15,15,4,26,0,172
La Rioja,Estatal,55,46,39,33,36,6,22,26,13,5,8,6,49
La Rioja,Estatal,25,12,7,12,5,0,0,0,0,0,0,0,5
La Rioja,Estatal,38,30,30,33,36,0,0,0,0,0,0,0,36
La Rioja,Privado,10,12,8,9,5,6,1,2,6,0,1,1,7
La Rioja,Estatal,41,44,41,34,28,0,3,3,5,0,0,0,62
La Rioja,Estatal,20,24,21,23,19,0,1,4,7,10,2,0,30
La Rioja,Estatal,27,20,14,7,6,0,2,0,0,0,0,0,13
La Rioja,Estatal,39,28,21,11,25,7,17,26,27,30,23,10,33
La Rioja,Estatal,3,3,0,0,0,0,0,0,0,0,0,0,0
La Rioja,Estatal,43,43,28,36,21,0,0,0,0,0,9,0,25
La Rioja,Estatal,135,122,132,115,76,8,42,51,18,5,7,0,115
La Rioja,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
La Rioja,Estatal,37,39,37,46,50,7,0,0,0,0,0,0,46
Mendoza,Estatal,2488,2156,1835,1944,1608,262,567,578,478,239,477,47,2109
Mendoza,Privado,1171,1159,984,979,818,11,90,84,74,39,179,0,1031
Mendoza,Estatal,28,0,39,15,9,10,13,0,9,1,5,2,12
Mendoza,Privado,114,139,93,80,81,14,13,10,7,5,13,5,123
Mendoza,Privado,222,180,147,169,138,0,8,30,25,7,17,0,223
Mendoza,Estatal,45,37,19,30,16,3,19,12,8,0,7,0,20
Mendoza,Estatal,309,243,195,193,204,57,171,160,142,85,77,12,258
Mendoza,Privado,106,97,92,73,71,0,18,14,16,12,31,0,89
Mendoza,Estatal,766,614,460,360,289,65,310,318,322,159,308,47,413
Mendoza,Privado,729,756,612,653,518,0,44,41,60,39,169,0,707
Mendoza,Estatal,246,219,205,174,103,12,60,54,60,23,92,11,153
Mendoza,Estatal,1316,1025,677,649,455,71,653,606,430,189,402,37,667
Mendoza,Privado,73,60,70,53,45,0,8,7,3,2,18,0,52
Mendoza,Privado,692,678,535,557,459,0,61,77,91,60,137,0,629
Mendoza,Estatal,180,166,131,134,105,21,26,13,11,4,26,17,125
Mendoza,Estatal,348,275,229,196,172,102,148,102,68,38,71,29,294
Mendoza,Estatal,106,110,120,103,107,41,4,3,11,1,7,0,106
Mendoza,Estatal,1208,865,648,630,426,104,597,494,350,183,289,40,617
Mendoza,Privado,96,93,71,61,40,0,3,10,6,3,18,0,52
Mendoza,Estatal,322,262,177,176,137,47,86,106,77,48,45,19,162
Mendoza,Estatal,208,185,150,115,115,0,41,31,29,21,42,0,160
Mendoza,Estatal,225,143,109,77,68,31,57,74,60,31,26,4,126
Mendoza,Estatal,812,667,472,428,322,41,471,345,340,141,253,49,514
Mendoza,Privado,304,281,234,260,188,0,14,31,53,30,36,0,287
Mendoza,Estatal,254,162,104,100,97,26,56,56,41,17,25,7,103
Mendoza,Estatal,1304,1017,908,790,595,148,521,580,409,240,323,59,799
Mendoza,Privado,357,394,329,332,304,27,71,47,41,56,69,5,367
Mendoza,Estatal,82,78,62,41,43,20,6,8,10,4,2,1,52
Mendoza,Estatal,257,206,144,126,90,35,89,90,73,42,93,27,95
Mendoza,Estatal,301,236,205,178,116,0,70,43,34,12,62,0,179
Mendoza,Estatal,357,313,257,262,182,17,109,85,76,43,99,23,190
Mendoza,Estatal,127,120,96,79,62,15,33,31,22,8,5,5,64
Mendoza,Estatal,154,153,130,119,117,43,68,44,93,55,73,7,174
Mendoza,Privado,112,106,98,77,77,0,11,18,7,6,32,0,98
Mendoza,Estatal,292,257,196,147,156,21,144,62,60,49,47,6,229
Mendoza,Estatal,643,756,495,478,460,59,186,193,213,70,229,31,550
Mendoza,Privado,150,128,143,124,129,0,7,20,20,15,36,0,168
Mendoza,Estatal,344,249,192,172,141,117,136,127,74,40,41,41,214
Mendoza,Estatal,1372,1247,1029,1013,755,253,295,300,377,203,379,50,1022
Mendoza,Privado,414,361,287,283,258,0,19,16,24,16,44,0,340
Mendoza,Estatal,73,83,52,45,47,0,7,12,15,6,10,0,62
Mendoza,Estatal,86,148,110,94,67,5,28,29,38,13,34,0,85
Mendoza,Estatal,45,41,28,30,30,0,20,19,18,17,13,0,35
Mendoza,Estatal,502,357,303,266,239,54,217,192,152,63,68,28,280
Mendoza,Privado,94,65,52,63,65,0,0,15,30,22,16,0,69
Mendoza,Estatal,112,100,87,72,51,18,23,17,12,6,17,1,56
Mendoza,Estatal,232,217,155,131,150,38,135,114,197,108,70,14,172
Mendoza,Privado,73,68,62,50,49,0,2,5,4,5,12,0,60
Misiones,Estatal,262,243,221,191,167,7,31,25,11,9,14,2,181
Misiones,Estatal,97,88,68,52,42,7,18,33,14,0,6,0,63
Misiones,Estatal,54,50,33,32,26,0,32,24,17,19,13,0,33
Misiones,Estatal,242,232,190,187,144,53,140,137,82,24,39,3,175
Misiones,Privado,199,166,180,154,142,20,23,41,31,20,15,2,187
Misiones,Estatal,33,37,28,25,17,0,11,13,6,3,4,0,24
Misiones,Estatal,630,525,479,358,335,44,135,180,89,58,50,24,415
Misiones,Privado,102,84,70,76,77,7,7,2,4,3,14,3,94
Misiones,Estatal,97,71,81,80,52,25,30,36,12,5,10,3,50
Misiones,Estatal,223,173,152,123,95,21,120,135,50,22,46,9,161
Misiones,Estatal,132,75,71,68,55,0,79,81,47,22,17,0,69
Misiones,Estatal,2659,2140,1806,1342,1144,219,827,948,433,238,342,59,1692
Misiones,Privado,1610,1557,1413,1348,1145,63,85,154,106,54,172,27,1599
Misiones,Estatal,23,17,14,13,13,0,1,4,3,0,1,0,13
Misiones,Estatal,67,72,46,57,73,15,23,44,33,23,15,12,87
Misiones,Estatal,144,115,92,76,66,26,24,50,20,7,28,1,76
Misiones,Estatal,519,521,372,264,196,44,330,313,162,106,123,29,310
Misiones,Privado,154,166,128,91,105,0,2,12,5,15,42,0,165
Misiones,Privado,370,326,307,299,181,0,42,55,29,19,54,0,246
Misiones,Privado,46,59,30,43,28,0,4,7,8,3,16,0,31
Misiones,Estatal,119,99,57,62,54,9,4,6,4,2,7,5,62
Misiones,Estatal,313,248,220,184,130,8,144,116,57,25,28,5,150
Misiones,Privado,92,78,65,67,38,0,16,11,7,10,11,0,56
Misiones,Estatal,90,62,93,95,62,0,11,21,11,8,10,0,83
Misiones,Estatal,724,558,482,371,328,32,189,189,123,91,80,4,448
Misiones,Privado,82,82,69,73,61,0,16,18,7,8,11,0,75
Misiones,Estatal,16,8,10,6,4,0,0,0,0,0,0,0,5
Misiones,Estatal,727,494,406,341,258,109,492,330,173,71,96,10,418
Misiones,Privado,187,182,139,139,136,13,23,40,11,12,35,0,197
Misiones,Estatal,201,180,144,117,112,0,54,38,14,11,8,0,126
Misiones,Estatal,265,218,220,183,155,37,170,151,57,31,36,2,214
Misiones,Privado,110,126,93,138,79,0,2,4,4,1,31,0,116
Misiones,Estatal,113,100,91,75,45,14,25,27,13,11,21,1,74
Misiones,Estatal,314,292,226,223,204,115,114,163,94,37,59,2,292
Misiones,Privado,69,73,68,66,55,49,0,3,2,0,3,5,68
Misiones,Privado,72,102,81,91,73,5,9,20,9,7,13,0,79
Misiones,Estatal,57,52,46,20,21,0,31,29,17,11,18,0,31
Misiones,Estatal,278,159,173,144,139,55,203,177,100,69,44,6,230
Misiones,Privado,59,60,47,53,46,4,10,9,8,1,3,0,75
Misiones,Estatal,274,236,257,193,174,18,61,59,39,30,28,11,218
Misiones,Estatal,738,579,537,449,410,31,263,298,164,85,121,38,623
Misiones,Privado,168,172,137,168,101,0,8,17,8,11,14,0,118
Misiones,Estatal,57,40,36,39,28,0,13,23,15,10,16,0,57
Misiones,Estatal,483,374,341,322,261,54,247,260,177,81,43,5,400
Misiones,Privado,45,26,21,15,16,0,8,16,4,0,0,0,26
Misiones,Privado,72,70,82,58,70,11,0,0,0,0,5,0,89
Misiones,Estatal,103,104,99,113,71,0,20,25,23,4,14,0,77
Misiones,Estatal,169,125,100,112,82,12,32,57,36,13,7,0,88
Misiones,Estatal,99,89,92,68,64,0,32,32,10,8,9,0,73
Misiones,Estatal,353,270,222,165,151,36,91,92,37,8,27,10,168
Neuquén,Estatal,20,16,18,16,11,0,2,3,5,2,7,0,24
Neuquén,Estatal,141,93,96,66,57,14,82,82,43,37,23,0,97
Neuquén,Estatal,14,19,16,12,8,0,9,2,0,1,3,0,8
Neuquén,Estatal,9,8,13,11,6,0,0,0,0,0,0,0,18
Neuquén,Estatal,151,126,128,109,117,21,67,41,24,18,15,9,128
Neuquén,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuquén,Estatal,58,47,34,35,27,0,12,20,3,9,12,0,30
Neuquén,Estatal,3566,2657,2401,2196,1824,619,1572,1519,893,612,793,337,2334
Neuquén,Privado,990,892,852,779,676,29,48,51,50,32,148,3,820
Neuquén,Estatal,15,9,11,10,7,0,0,3,1,1,2,0,7
Neuquén,Estatal,241,218,211,216,200,0,158,90,66,56,81,0,235
Neuquén,Privado,40,36,19,22,19,4,3,15,13,5,5,12,21
Neuquén,Privado,33,23,22,15,19,4,6,2,2,3,2,4,22
Neuquén,Estatal,26,29,28,18,26,0,4,6,1,3,0,0,26
Neuquén,Estatal,99,44,36,66,37,54,37,62,42,8,23,3,82
Neuquén,Privado,32,27,22,22,24,7,12,12,6,4,3,1,38
Neuquén,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuquén,Estatal,295,237,277,187,139,37,150,191,67,94,104,47,230
Neuquén,Privado,48,48,33,41,30,0,2,0,0,0,14,0,55
Neuquén,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuquén,Estatal,219,139,146,102,42,0,80,68,32,20,51,0,94
Neuquén,Privado,40,34,21,25,12,0,0,1,1,1,14,0,15
Neuquén,Estatal,68,58,48,36,38,37,6,10,12,3,0,0,59
Neuquén,Estatal,73,64,47,62,60,0,17,16,9,6,6,0,78
Neuquén,Estatal,11,16,16,3,8,0,1,0,2,1,0,0,16
Neuquén,Estatal,389,300,197,235,120,96,59,44,41,25,22,10,212
Neuquén,Estatal,14,14,8,11,0,0,3,0,3,0,0,0,0
Neuquén,Estatal,33,23,23,28,27,0,35,25,5,5,0,0,38
Neuquén,Estatal,15,18,12,11,13,0,8,0,0,0,0,0,14
Neuquén,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuquén,Estatal,270,240,206,220,223,30,313,232,132,70,98,42,359
Río Negro,Estatal,1,8,3,5,2,0,0,0,0,0,0,0,2
Río Negro,Estatal,229,245,277,235,195,16,18,16,6,5,0,4,239
Río Negro,Estatal,32,32,39,48,28,0,2,6,8,2,15,0,39
Río Negro,Estatal,134,140,93,64,69,25,45,20,18,8,11,6,68
Río Negro,Estatal,717,744,709,582,313,32,75,78,28,12,158,6,313
Río Negro,Privado,279,238,177,180,161,0,18,23,19,34,40,0,181
Río Negro,Estatal,57,59,39,56,24,0,0,2,2,1,25,0,28
Río Negro,Estatal,390,389,351,365,188,36,112,77,123,78,202,25,158
Río Negro,Privado,56,36,29,34,31,0,18,18,24,13,22,0,45
Río Negro,Estatal,27,13,18,13,10,3,14,14,5,0,1,9,16
Río Negro,Estatal,975,994,878,871,514,28,33,66,52,44,541,36,672
Río Negro,Privado,745,740,688,561,433,41,15,33,25,16,133,30,591
Río Negro,Estatal,90,85,90,80,55,12,26,22,3,1,11,8,44
Río Negro,Estatal,39,33,48,36,27,0,7,4,0,1,8,0,27
Río Negro,Estatal,21,1,17,5,5,1,13,13,4,6,1,5,5
Río Negro,Estatal,114,122,131,112,70,0,0,0,0,0,0,0,70
Río Negro,Privado,85,88,70,59,34,0,6,9,6,10,23,0,71
Río Negro,Estatal,132,138,139,130,96,0,10,14,19,16,37,0,135
Río Negro,Estatal,4117,3946,3783,3278,2106,374,682,863,530,393,1096,190,2087
Río Negro,Privado,819,752,644,625,533,24,49,79,76,41,171,22,693
Río Negro,Estatal,15,7,4,12,6,0,0,0,0,2,15,0,10
Río Negro,Estatal,118,114,124,104,35,12,31,23,16,3,43,11,43
Río Negro,Estatal,112,113,113,94,77,0,0,0,0,0,30,0,77
Río Negro,Estatal,468,528,410,430,266,57,85,120,62,76,156,39,213
Río Negro,Estatal,1,2,2,1,2,0,0,0,0,0,1,0,1
Salta,Estatal,187,180,157,153,153,5,84,57,27,35,25,2,173
Salta,Estatal,731,587,587,613,474,119,217,174,86,85,100,8,550
Salta,Estatal,12,14,18,23,29,14,16,13,2,1,8,0,47
Salta,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Salta,Estatal,182,148,128,111,65,33,114,113,41,26,49,19,94
Salta,Estatal,22,8,16,12,7,0,13,10,7,2,4,0,17
Salta,Estatal,4402,3636,3408,2985,2197,533,2877,2229,1566,1120,1542,320,3231
Salta,Privado,2036,1988,1753,1788,1497,71,340,251,227,133,560,8,2233
Salta,Estatal,54,54,62,58,23,0,45,32,2,6,10,0,27
Salta,Estatal,232,220,167,162,146,40,145,135,77,50,52,4,164
Salta,Estatal,28,26,23,25,12,0,4,6,3,0,1,0,15
Salta,Estatal,251,136,143,148,96,6,176,59,96,62,70,10,132
Salta,Estatal,149,184,146,163,111,24,78,72,42,28,37,5,202
Salta,Privado,22,31,19,26,24,0,13,8,4,0,5,0,31
Salta,Privado,411,383,366,318,249,13,30,61,31,19,90,0,345
Salta,Estatal,36,19,24,45,20,0,24,14,10,8,4,0,31
Salta,Estatal,729,598,527,539,403,120,200,205,129,123,210,62,476
Salta,Estatal,241,220,182,146,127,13,121,66,57,24,56,13,149
Salta,Estatal,1884,1528,1415,1273,944,160,591,547,449,354,414,127,1149
Salta,Privado,383,327,303,338,256,0,56,43,17,21,103,0,362
Salta,Estatal,19,9,20,14,9,0,7,2,1,1,6,0,10
Salta,Estatal,102,87,77,61,74,9,19,12,8,10,16,1,84
Salta,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0
Salta,Estatal,65,69,70,79,59,0,47,51,45,17,23,0,88
Salta,Estatal,41,26,39,28,37,0,13,15,10,6,10,0,52
Salta,Estatal,24,24,31,27,16,0,6,1,3,0,1,0,17
Salta,Estatal,19,25,29,27,36,0,14,11,7,3,14,0,44
Salta,Estatal,18,17,19,12,12,0,0,0,0,0,0,0,12
Salta,Estatal,145,131,121,111,101,0,6,4,1,1,0,0,74
Salta,Estatal,101,118,84,83,56,6,0,4,1,3,13,0,54
Salta,Estatal,488,405,300,293,224,28,182,190,93,85,50,16,285
Salta,Estatal,100,92,82,88,85,5,23,26,17,7,14,3,104
Salta,Estatal,26,24,32,25,28,0,1,4,0,3,3,0,37
Salta,Estatal,1932,2081,1249,1321,926,170,850,640,360,254,467,31,1184
Salta,Privado,241,261,215,154,143,9,31,26,8,7,31,3,203
Salta,Estatal,223,191,132,116,116,13,152,86,54,29,31,0,147
Salta,Estatal,147,103,92,82,65,30,122,85,20,18,27,13,71
Salta,Estatal,39,36,38,47,26,24,11,16,12,6,6,0,49
Salta,Estatal,342,363,253,258,192,41,100,89,50,37,28,3,278
Salta,Estatal,44,55,45,30,17,0,59,33,10,3,25,0,25
Salta,Estatal,256,253,215,189,121,37,198,145,76,48,105,11,177
Salta,Estatal,42,26,29,40,34,7,14,17,10,19,4,1,41
Salta,Estatal,137,117,137,110,123,0,31,32,21,11,29,0,172
San Juan,Estatal,126,113,70,47,30,0,41,25,31,18,16,12,51
San Juan,Estatal,54,35,39,45,27,0,41,26,24,10,20,0,99
San Juan,Estatal,22,22,16,20,16,5,37,33,15,8,6,7,18
San Juan,Estatal,56,42,35,11,0,0,11,9,1,0,0,0,0
San Juan,Estatal,107,89,102,86,113,44,124,83,68,29,40,2,179
San Juan,Estatal,40,30,7,9,9,0,22,16,12,6,0,0,9
San Juan,Estatal,56,47,24,8,13,3,21,17,10,2,0,1,23
San Juan,Estatal,15,7,15,14,22,0,26,6,5,0,9,0,27
San Juan,Estatal,1155,989,787,841,765,287,604,488,323,210,257,111,1367
San Juan,Privado,725,642,549,584,622,44,188,139,158,90,92,0,994
San Juan,Estatal,74,63,42,31,6,0,38,23,16,3,0,0,20
San Juan,Estatal,217,218,219,200,175,13,182,88,122,65,50,0,361
San Juan,Estatal,29,16,0,0,0,0,20,17,0,0,0,0,0
San Juan,Estatal,273,218,180,146,114,0,353,193,140,67,54,0,438
San Juan,Privado,139,104,90,110,77,84,88,99,84,33,51,31,153
San Juan,Estatal,65,40,51,49,20,38,88,26,13,3,8,4,47
San Juan,Estatal,27,18,23,19,29,11,25,22,17,7,3,0,48
San Juan,Privado,27,34,31,23,26,36,0,0,2,0,0,0,38
San Juan,Privado,178,175,190,172,167,12,62,71,61,26,46,0,276
San Juan,Estatal,44,34,28,23,27,0,9,15,23,3,10,0,43
San Juan,Estatal,74,86,53,44,51,28,48,23,31,12,11,15,80
San Juan,Estatal,118,105,101,109,74,52,40,47,54,31,24,0,151
San Juan,Estatal,130,83,97,74,62,0,95,62,28,16,9,0,134
San Juan,Estatal,153,83,100,81,61,0,124,92,53,11,16,0,118
San Juan,Estatal,61,49,37,30,39,11,102,54,49,24,19,0,58
San Juan,Estatal,418,312,301,299,317,35,426,252,157,65,64,0,556
San Juan,Privado,178,155,121,136,115,0,56,28,33,12,72,0,212
San Juan,Estatal,20,17,8,9,14,0,56,31,19,4,10,0,27
San Juan,Estatal,326,258,192,181,187,18,224,167,97,64,45,0,313
San Juan,Privado,224,167,159,168,168,0,51,76,56,41,21,0,236
San Juan,Estatal,52,44,36,26,31,0,51,43,23,11,10,0,73
San Juan,Estatal,22,5,13,17,31,0,34,42,15,7,0,0,43
San Juan,Estatal,111,81,92,106,70,5,96,64,55,18,19,0,131
San Juan,Privado,52,27,36,46,26,0,7,12,16,5,9,0,50
San Juan,Estatal,167,144,60,49,29,0,34,17,31,3,1,0,46
San Juan,Estatal,88,60,40,56,57,20,102,65,37,19,19,3,97
San Juan,Estatal,35,26,14,16,13,0,3,4,0,0,10,0,15
San Juan,Estatal,29,30,40,49,46,20,13,18,6,7,0,1,32
San Luis,Estatal,10,16,16,15,7,0,0,0,0,0,0,0,7
San Luis,Estatal,123,130,97,111,84,83,84,61,58,16,13,0,158
San Luis,Estatal,59,51,35,38,22,9,9,5,5,1,0,0,43
San Luis,Estatal,66,68,60,44,36,7,22,14,12,9,4,2,35
San Luis,Estatal,151,135,118,101,94,44,58,27,39,9,23,1,139
San Luis,Estatal,75,52,39,43,25,2,10,15,16,10,7,0,34
San Luis,Estatal,96,95,82,85,81,41,12,7,14,4,11,0,85
San Luis,Estatal,88,75,59,43,26,0,6,12,0,2,0,0,26
San Luis,Privado,13,21,19,14,12,0,0,0,0,0,0,0,12
San Luis,Privado,62,52,33,60,54,0,9,7,1,2,2,0,63
San Luis,Estatal,100,84,77,56,46,8,10,4,3,2,4,0,49
San Luis,Estatal,2255,2133,1817,1576,1396,198,376,286,200,147,331,27,1756
San Luis,Privado,460,468,417,439,475,0,18,16,17,19,16,0,591
San Luis,Estatal,215,264,235,246,254,74,10,12,18,0,1,0,288
San Luis,Estatal,1161,1034,969,787,765,228,425,336,228,151,116,55,1065
San Luis,Privado,206,207,235,207,190,0,0,2,2,2,8,0,286
San Luis,Estatal,82,60,67,62,66,13,11,11,10,3,1,0,86
San Luis,Estatal,55,62,47,27,43,0,3,0,0,4,1,0,55
San Luis,Estatal,104,74,71,64,55,0,27,16,7,15,4,0,65
San Luis,Estatal,221,215,168,185,144,13,76,52,37,34,17,0,192
San Luis,Privado,114,127,121,96,92,0,3,6,4,0,0,0,115
San Luis,Estatal,45,52,40,29,32,4,5,4,4,10,19,0,38
Santa Cruz,Estatal,158,113,138,139,107,0,0,0,0,0,11,0,132
Santa Cruz,Estatal,29,30,16,12,14,0,0,0,0,0,8,0,21
Santa Cruz,Estatal,1426,1104,924,818,508,167,1,0,0,0,221,70,648
Santa Cruz,Privado,235,244,200,181,118,0,18,7,9,14,75,0,204
Santa Cruz,Estatal,26,29,14,20,7,0,0,0,0,0,4,0,13
Santa Cruz,Privado,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz,Privado,40,37,32,30,35,0,0,0,0,0,7,0,47
Santa Cruz,Estatal,17,23,18,16,11,0,0,0,0,0,3,0,11
Santa Cruz,Estatal,1359,1127,893,843,532,39,0,0,0,0,405,123,596
Santa Cruz,Privado,279,220,225,222,207,0,0,0,0,4,63,0,259
Santa Cruz,Estatal,159,151,95,67,84,22,0,0,0,0,46,5,119
Santa Cruz,Privado,31,30,26,42,38,0,0,0,0,0,17,0,49
Santa Cruz,Estatal,104,70,41,44,51,0,26,4,4,2,16,0,69
Santa Cruz,Estatal,102,65,65,58,26,12,0,0,0,0,16,1,52
Santa Cruz,Estatal,38,39,40,42,26,13,7,2,2,0,13,3,36
Santa Fe,Estatal,126,118,95,119,58,0,42,44,57,20,18,0,94
Santa Fe,Estatal,288,260,205,149,76,22,156,85,79,16,72,19,69
Santa Fe,Estatal,19,16,16,13,11,0,0,1,1,0,1,0,12
Santa Fe,Estatal,423,394,303,284,175,24,104,105,64,29,59,4,192
Santa Fe,Privado,116,123,124,131,77,0,8,4,11,2,32,0,95
Santa Fe,Estatal,45,43,52,40,28,0,6,12,6,2,17,0,29
Santa Fe,Estatal,731,599,510,488,371,58,190,173,126,45,149,23,337
Santa Fe,Privado,265,245,230,237,154,39,11,23,19,12,26,20,146
Santa Fe,Estatal,309,252,268,200,137,0,86,86,54,26,44,0,154
Santa Fe,Estatal,1459,1538,1350,1179,660,139,386,387,288,108,339,70,752
Santa Fe,Privado,107,91,60,93,58,11,31,29,17,5,18,11,58
Santa Fe,Privado,446,454,406,404,291,0,42,38,23,8,84,0,339
Santa Fe,Estatal,113,81,84,83,60,0,4,18,10,1,14,0,72
Santa Fe,Estatal,779,688,673,554,378,85,227,184,130,46,137,57,345
Santa Fe,Privado,300,343,312,255,192,24,24,11,15,18,57,26,178
Santa Fe,Privado,180,153,130,119,79,22,45,46,33,14,35,9,90
Santa Fe,Privado,161,117,115,105,57,0,30,24,12,8,47,0,63
Santa Fe,Estatal,35,36,33,43,19,15,20,14,13,1,0,6,18
Santa Fe,Estatal,155,123,143,129,98,40,139,132,78,31,34,22,79
Santa Fe,Estatal,139,127,132,119,80,4,32,31,33,14,31,5,82
Santa Fe,Estatal,1540,1333,1172,973,636,149,513,352,299,92,237,82,625
Santa Fe,Privado,54,57,46,40,43,0,17,17,14,3,12,0,49
Santa Fe,Privado,662,582,619,582,367,26,43,66,37,11,119,16,432
Santa Fe,Estatal,246,257,224,207,124,24,125,95,92,25,60,11,152
Santa Fe,Estatal,1794,1525,1418,1257,730,212,732,628,509,243,378,66,729
Santa Fe,Privado,127,114,94,133,67,0,4,3,15,3,19,0,98
Santa Fe,Privado,480,509,483,463,328,0,48,66,67,38,157,0,360
Santa Fe,Estatal,114,94,91,74,42,7,35,20,29,6,13,0,52
Santa Fe,Estatal,575,523,437,399,227,37,112,141,126,29,96,7,270
Santa Fe,Privado,170,179,155,168,124,5,14,21,14,7,18,2,135
Santa Fe,Estatal,72,58,57,46,42,3,30,29,17,11,5,2,37
Santa Fe,Estatal,4507,4175,3793,3327,1843,426,1816,1692,1197,579,1142,378,1774
Santa Fe,Privado,2985,2926,2761,2501,1590,78,184,213,187,76,552,52,1813
Santa Fe,Estatal,223,201,182,180,107,28,36,42,35,21,44,8,122
Santa Fe,Estatal,741,580,588,499,379,161,304,235,181,80,128,78,372
Santa Fe,Privado,86,65,80,59,43,0,22,8,7,8,21,0,52
Santa Fe,Privado,381,350,342,307,220,0,30,31,37,14,91,3,254
Santa Fe,Estatal,68,58,59,48,32,0,18,11,14,5,30,0,32
Santa Fe,Estatal,8802,7239,6289,5313,2907,602,2876,2347,1497,631,1658,456,2964
Santa Fe,Privado,6546,6297,5852,5400,3111,142,422,432,374,147,1289,86,3979
Santa Fe,Estatal,157,203,167,144,85,1,35,44,34,8,31,2,88
Santa Fe,Estatal,566,443,439,383,233,54,311,267,134,74,152,48,190
Santa Fe,Privado,184,178,171,171,92,0,12,15,14,3,41,0,115
Santa Fe,Estatal,33,34,40,29,16,0,8,9,12,1,6,0,18
Santa Fe,Estatal,247,249,246,195,104,6,157,98,86,14,58,16,105
Santa Fe,Privado,103,91,84,110,54,0,3,7,9,1,28,0,56
Santa Fe,Estatal,178,177,155,166,64,0,42,44,48,23,51,0,75
Santa Fe,Estatal,672,672,578,470,333,101,166,174,112,40,135,37,327
Santa Fe,Privado,162,156,146,122,78,0,20,14,21,3,26,0,88
Santa Fe,Estatal,94,104,87,87,57,4,63,38,49,10,21,0,68
Santa Fe,Estatal,352,315,248,220,138,50,148,100,100,43,75,33,127
Santa Fe,Privado,93,81,73,80,49,0,0,2,7,7,22,0,61
Santa Fe,Estatal,27,27,32,17,20,0,2,0,3,1,0,0,21
Santa Fe,Estatal,1687,1414,1234,936,639,216,612,464,352,142,239,102,617
Santa Fe,Privado,719,697,679,571,403,12,21,37,40,11,89,17,434
Santa Fe,Estatal,96,100,108,83,62,8,19,21,22,3,13,1,57
Santa Fe,Estatal,385,364,313,293,177,67,144,96,114,24,65,10,191
Santa Fe,Privado,289,221,232,194,148,0,61,54,35,4,41,0,177
Santa Fe,Estatal,177,195,161,145,91,0,43,54,48,33,26,0,116
Santa Fe,Estatal,349,311,247,239,156,22,179,158,102,41,47,21,156
Santa Fe,Privado,42,45,36,40,30,0,13,2,7,1,9,0,31
Santa Fe,Privado,210,233,205,213,118,0,35,39,40,19,65,0,140
Santiago del Estero,Estatal,38,18,25,16,14,13,6,3,4,2,4,2,14
Santiago del Estero,Estatal,83,60,45,32,17,0,8,1,9,1,5,0,17
Santiago del Estero,Estatal,76,67,46,51,67,0,67,70,28,27,7,0,134
Santiago del Estero,Estatal,145,135,93,76,65,0,0,1,0,2,2,0,65
Santiago del Estero,Estatal,148,131,101,88,73,0,86,63,61,48,8,0,104
Santiago del Estero,Estatal,371,316,215,236,187,21,129,83,58,30,14,0,230
Santiago del Estero,Estatal,462,424,599,670,547,193,327,287,205,91,109,1,849
Santiago del Estero,Privado,241,218,202,220,213,0,20,49,38,16,29,0,334
Santiago del Estero,Estatal,5,5,7,9,4,0,8,3,5,0,5,0,6
Santiago del Estero,Estatal,123,126,108,85,76,23,69,63,23,5,10,2,105
Santiago del Estero,Estatal,1275,919,907,825,775,124,1071,907,550,302,186,35,1594
Santiago del Estero,Privado,1096,978,932,921,814,0,136,178,149,102,228,0,1346
